"rule_title","severity","product","group_id","rule_id","check_content","fix_text","rule_version"
"Indexing of encrypted files must be turned off.","medium","Microsoft Windows 11 ","V-253409","SV-253409r829311","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Windows Search\

Value Name: AllowIndexingEncryptedStoresOrItems

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Search >> """"Allow indexing of encrypted files"""" to """"Disabled"""".","WN11-CC-000305"
"Users must be prevented from changing installation options.","medium","Microsoft Windows 11 ","V-253410","SV-253410r829314","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Installer\

Value Name: EnableUserControl

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> """"Allow user control over installs"""" to """"Disabled"""".","WN11-CC-000310"
"The Windows Installer feature ""Always install with elevated privileges"" must be disabled.","high","Microsoft Windows 11 ","V-253411","SV-253411r829317","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Installer\

Value Name: AlwaysInstallElevated

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> """"Always install with elevated privileges"""" to """"Disabled"""".","WN11-CC-000315"
"Users must be notified if a web-based program attempts to install software.","medium","Microsoft Windows 11 ","V-253412","SV-253412r829320","The default behavior is for Internet Explorer to warn users and select whether to allow or refuse installation when a web-based program attempts to install software on the system.

If it exists and is configured with a value of """"1"""", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Installer\

Value Name: SafeForScripting

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for Internet Explorer to warn users and select whether to allow or refuse installation when a web-based program attempts to install software on the system.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> """"Prevent Internet Explorer security prompt for Windows Installer scripts"""" to """"Not Configured"""" or """"Disabled"""".","WN11-CC-000320"
"Automatically signing in the last interactive user after a system-initiated restart must be disabled.","medium","Microsoft Windows 11 ","V-253413","SV-253413r877377","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: DisableAutomaticRestartSignOn

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Logon Options >> """"Sign-in last interactive user automatically after a system-initiated restart"""" to """"Disabled"""".","WN11-CC-000325"
"PowerShell script block logging must be enabled on Windows 11.","medium","Microsoft Windows 11 ","V-253414","SV-253414r829326","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging\

Value Name: EnableScriptBlockLogging

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows PowerShell >> """"Turn on PowerShell Script Block Logging"""" to """"Enabled"""".","WN11-CC-000326"
"PowerShell Transcription must be enabled on Windows 11.","medium","Microsoft Windows 11 ","V-253415","SV-253415r829329","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\PowerShell\Transcription\

Value Name: EnableTranscripting

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows PowerShell >> """"Turn on PowerShell Transcription"""" to """"Enabled"""".

Specify the Transcript output directory to point to a Central Log Server or another secure location to prevent user access.","WN11-CC-000327"
"The Windows Remote Management (WinRM) client must not use Basic authentication.","high","Microsoft Windows 11 ","V-253416","SV-253416r877395","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Client\

Value Name: AllowBasic

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> """"Allow Basic authentication"""" to """"Disabled"""".","WN11-CC-000330"
"The Windows Remote Management (WinRM) client must not allow unencrypted traffic.","medium","Microsoft Windows 11 ","V-253417","SV-253417r877382","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Client\

Value Name: AllowUnencryptedTraffic

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> """"Allow unencrypted traffic"""" to """"Disabled"""".","WN11-CC-000335"
"The Windows Remote Management (WinRM) service must not use Basic authentication.","high","Microsoft Windows 11 ","V-253418","SV-253418r877395","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Service\

Value Name: AllowBasic

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> """"Allow Basic authentication"""" to """"Disabled"""".

Severity Override Guidance: The AO can allow the severity override if they have reviewed the overall protection. This would only be allowed temporarily for implementation as documented and approved. 
....
Allowing Basic authentication to be used for the sole creation of Office 365 DoD tenants.
....
A documented mechanism and or script that can disable Basic authentication once administration completes. 
....
Use of a Privileged Access Workstation (PAW) and adherence to the Clean Source principle for administration.","WN11-CC-000345"
"The Windows Remote Management (WinRM) service must not allow unencrypted traffic.","medium","Microsoft Windows 11 ","V-253419","SV-253419r877381","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Service\

Value Name: AllowUnencryptedTraffic

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> """"Allow unencrypted traffic"""" to """"Disabled"""".","WN11-CC-000350"
"The Windows Remote Management (WinRM) service must not store RunAs credentials.","medium","Microsoft Windows 11 ","V-253420","SV-253420r829344","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Service\

Value Name: DisableRunAs

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> """"Disallow WinRM from storing RunAs credentials"""" to """"Enabled"""".","WN11-CC-000355"
"The Windows Remote Management (WinRM) client must not use Digest authentication.","medium","Microsoft Windows 11 ","V-253421","SV-253421r877395","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Client\

Value Name: AllowDigest

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> """"Disallow Digest authentication"""" to """"Enabled"""".","WN11-CC-000360"
"Windows 11 must be configured to prevent Windows apps from being activated by voice while the system is locked.","medium","Microsoft Windows 11 ","V-253422","SV-253422r829350","The setting is NA when the """"Allow voice activation"""" policy is configured to disallow applications to be activated with voice for all users.
If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\AppPrivacy\

Value Name: LetAppsActivateWithVoiceAboveLock

Type: REG_DWORD
Value: 0x00000002 (2)

If the following registry value exists and is configured as specified, requirement is NA: 

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\AppPrivacy\

Value Name: LetAppsActivateWithVoice

Type: REG_DWORD
Value: 0x00000002 (2)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> App Privacy >> """"Let Windows apps activate with voice while the system is locked"""" to """"Enabled"""" with Default for all Apps: set to Force Deny. 

The requirement is NA if the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> App Privacy >> """"Let Windows apps activate with voice"""" is configured to """"Enabled"""" with Default for all Apps: set to Force Deny.","WN11-CC-000365"
"The convenience PIN for Windows 11 must be disabled.","medium","Microsoft Windows 11 ","V-253423","SV-253423r840184","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\Windows\System

Value Name: AllowDomainPINLogon
Value Type: REG_DWORD
Value data: 0","Disable the convenience PIN sign-in. 

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> System >> Logon >> Set """"Turn on convenience PIN sign-in"""" to """"Disabled"""".","WN11-CC-000370"
